Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Random Forest,0.9161947885852639,337.19115567207336,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 20}","RandomForestClassifier(criterion='entropy', max_features=None,
                       min_samples_split=5, random_state=20)"
