Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Gradient Boosting,0.9115736780912533,738.2940449714661,"{'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 20}","GradientBoostingClassifier(max_depth=5, max_features='sqrt', n_estimators=200,
                           random_state=20)"
