Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Decision Tree,0.8914458888112593,7.147381782531738,"{'criterion': 'gini', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 20}","DecisionTreeClassifier(max_depth=7, min_samples_leaf=5, random_state=20)"
