Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Random Forest,0.8812679930604229,277.8365423679352,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 20}","RandomForestClassifier(max_depth=10, max_features=None, min_samples_split=10,
                       random_state=20)"
