Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Random Forest,0.8768666785147513,126.50321388244629,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 20}","RandomForestClassifier(max_features=None, random_state=20)"
