Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Logistic Regression OvO,0.7229225295216684,7.6378114223480225,"{'estimator__C': 100.0, 'estimator__penalty': 'l2', 'estimator__random_state': 20, 'estimator__solver': 'lbfgs'}","OneVsOneClassifier(estimator=LogisticRegression(C=100.0, random_state=20))"
