Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Gradient Boosting,0.8836001595401676,693.4524943828583,"{'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 20}","GradientBoostingClassifier(learning_rate=0.01, max_depth=7, max_features='log2',
                           min_samples_split=5, n_estimators=200,
                           random_state=20)"
