Classifier,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Decision Tree,0.9016541571424813,5.178605318069458,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 20}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=20)"
