Classifier,Strategy,Mean Test Score (F1),Execution Time (s),Best Parameters,Best Estimator
Random Forest,OVR,0.8965355839952002,1789.5250442028046,"{'estimator__class_weight': None, 'estimator__criterion': 'entropy', 'estimator__max_depth': 10, 'estimator__max_features': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 10, 'estimator__random_state': 20}","OneVsRestClassifier(estimator=RandomForestClassifier(criterion='entropy',
                                                     max_depth=10,
                                                     max_features=None,
                                                     min_samples_split=10,
                                                     random_state=20))"
Random Forest,OVO,0.895934654625256,1789.5250442028046,"{'estimator__class_weight': None, 'estimator__criterion': 'entropy', 'estimator__max_depth': 10, 'estimator__max_features': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 10, 'estimator__random_state': 20}","OneVsOneClassifier(estimator=RandomForestClassifier(criterion='entropy',
                                                    max_depth=10,
                                                    max_features=None,
                                                    min_samples_split=10,
                                                    random_state=20))"
